GeneASymbol	GeneBSymbol
MRE11A	ZBTB44
AATF	MRM1
CCT5	MRPL13
DSCC1	MRPL13
MAPRE1	MRPL13
MRPL13	PRKDC
MRPL13	PSMD12
MRPL13	SDHC
MRPL13	UBE2V2
COPS5	MRPL15
FAM54A	MRPL18
FBXO5	MRPL18
MRPL18	RNF146
MRPL20	PARK7
MRPL21	WDR74
DNM1L	MRPL3
MRPL3	PSMD12
ATP13A1	MRPL34
GTPBP3	MRPL34
ATP13A1	MRPL4
FARSA	MRPL4
GTPBP3	MRPL4
MRPL4	MRPS12
MRPL4	RAVER1
MRPL42	STRAP
MRPL54	RNF126
DDX56	MRPS17
MRPS17	POP7
MRPS17	PSMG3
MRPS17	UBE2H
HNRNPD	MRPS18C
GTF3C4	MRPS2
CCDC12	MRPS25
MRPS25	RPL15
ITPA	MRPS26
MRPS26	NXT1
MAPRE1	MRPS28
FAM48A	MRPS31
MED4	MRPS31
MRPS31	SLC25A15
FIS1	MRPS33
CCNF	MRPS34
E4F1	MRPS34
MRPS36	TAF9
MRPS7	NME2
MRPS7	TACO1
MRPS7	TK1
ACP1	MSH2
CREB1	MSH2
MSH2	RPIA
MSL2	TBL1XR1
ABLIM3	MT2A
MARK3	MTA1
MTA2	SF1
DSCC1	MTBP
LRRC40	MTF2
MTF2	PTBP2
MTF2	RAD54L
MTF2	RBMXL1
MTF2	RPA2
C1orf27	MTFR1
CD46	MTFR1
ITCH	MTFR1
MTFR1	POLR2K
MTFR1	YWHAZ
GEMIN6	MTIF2
MTIF2	PNO1
ARPC4	MTMR14
DCAF7	MTMR4
HMBOX1	MTMR9
MTPAP	NSUN6
MTX2	PRKRA
MUC20	PLEKHG6
MRC2	MXRA7
MXRA7	RAB34
C8orf46	MYBL1
BUB1	MYBL2
MCM7	MYBL2
MYBL2	TOP2A
MYBL2	UBE2C
KLK10	MYH14
ESR1	MYH2
DCBLD2	MYLK
MYO1B	RND3
ACADVL	MYO1C
KCTD11	MYO1C
KCNH2	MYT1
LENG8	MZF1
MZF1	STRN4
MTMR6	N4BP2L2
N4BP2L2	PDS5B
NAA10	NSDHL
MAD2L1	NAA15
NAA15	NUP54
GTF3A	NAA16
LUC7L2	NAA38
NAA38	POT1
NAA50	PSMD12
NAA50	RAB1A
NACA	NAP1L1
DNAJA2	NAE1
NAE1	NUDT21
G6PC3	NAGLU
CEP152	NARG2
DLAT	NARS2
NARS2	RPS3
NCAPD2	POLQ
NCAPD2	RACGAP1
ACAD8	NCAPD3
NCAPD3	PPP2R1B
AURKA	NCAPH
BARD1	NCAPH
NCAPH	R3HDM1
NCAPH	RRM2
NCAPH	TPX2
GTPBP1	NCAPH2
MRPL3	NCBP2
NCBP2	PIK3CA
IGFBP6	NCEH1
ITGA3	NCEH1
LPP	NCEH1
NCK1	TBL1XR1
NCOR2	SMARCC2
KIR2DL1	NCR1
CENPA	NDC80
NDEL1	ZBTB4
GPX8	NDST1
KRIT1	NDUFA5
LUC7L2	NDUFA5
ENDOG	NDUFA8
HSP90AB1	NDUFAF4
LYRM2	NDUFAF4
MRPL47	NDUFB5
NDUFB5	TBL1XR1
NDUFB5	UGP2
FARSA	NDUFB7
C8orf33	NDUFB9
DSCC1	NDUFB9
NDUFB9	RNF139
NDUFS7	RNF126
NDUFS8	RAB1B
NDUFV1	WDR74
CENPE	NEIL3
NEIL3	SAP30
ANP32E	NEK2
CKS1B	NEK2
ARPC5	NEK7
IL4	NEUROG1
LILRB2	NEUROG1
NCR1	NEUROG1
NFATC2IP	PRR14
DNAJC10	NFE2L2
NFE2L2	PNO1
CWF19L2	NFRKB
C20orf24	NFS1
NFYB	SCYL2
NFYB	SENP1
NFYB	ZDHHC17
FANCM	NGDN
NGFRAP1	WBP5
NKIRAS2	TMUB2
NKRF	PHF6
GART	NLE1
KAT2A	NLE1
GNA13	NMD3
MRPL3	NMD3
MSH2	NMD3
NMD3	SENP2
NMD3	TBL1XR1
NMD3	TFG
NMD3	TOMM22
NMD3	UGP2
MRPL27	NME1
NME1	NME2
NME1	STRA13
NMT2	VIM
NNMT	PRSS23
MRPL37	NOC2L
BPTF	NOL11
COIL	NOL11
NME1	NOL11
L3MBTL2	NOL12
NOL12	TRMT2A
NOL6	SIGMAR1
NONO	PGK1
DDX54	NOP2
NOP2	RRS1
EIF5B	NOP58
NOTCH2	NOTCH2NL
CHEK1	NPAT
NPLOC4	SLC38A10
GRM8	NPVF
NRM	TUBB
HNRNPU	NSL1
NSL1	POU2F1
NSL1	ZNF678
NSMCE2	RNF139
CWF19L1	NSMCE4A
KIF11	NSMCE4A
CLPTM1L	NSUN2
MTRR	NSUN2
GPBP1L1	NSUN4
MLLT10	NSUN6
DNAJC8	NUDC
DSCC1	NUDCD1
DDX56	NUDCD3
KIAA0415	NUDCD3
CDCA8	NUDT1
NUMA1	SF1
E2F3	NUP153
NUP153	PAK1IP1
NUP155	RAD1
NUP188	PMPCA
H2AFV	NUP205
LUC7L2	NUP205
NUP205	ZNF212
NUP205	ZNF273
CDKN2AIP	NUP54
HNRNPD	NUP54
NUP54	PAICS
NUP54	POLR2B
NUP62	PRPF31
NUP62	RUVBL2
GSG2	NUP88
BLM	NUSAP1
NAA20	NXT1
OBFC2A	RND3
OCEL1	YIPF2
OCRL	TCEAL1
FBXL18	OGDH
OGDH	TBRG4
OGDH	ZMIZ2
ARHGAP11A	OIP5
CCNB2	OIP5
ORAOV1	PPFIA1
ORM1	ORM2
IL20RB	OSBPL11
OSBPL8	ZDHHC17
B3GNT2	OSGEPL1
MSH2	OSGEPL1
OSGEPL1	PNO1
OSGEPL1	PRKRA
IGFBP6	OSMR
IL1R1	OSMR
OTUD6B	POLR2K
OXA1L	RPL36AL
HACL1	OXNAD1
LSM3	OXNAD1
CAPN1	P2RY2
P2RY2	SSH3
PA2G4	TMPO
PAF1	SAE1
PAF1	SNRNP70
PAF1	SYMPK
PAFAH1B3	SAE1
ARSJ	PALLD
PAN2	ZBTB39
FAM48A	PAN3
MED4	PAN3
PANK4	UBE2J2
C14orf166	PAPOLA
EXOC5	PAPOLA
AURKAIP1	PARK7
PARL	POLR2H
HNRNPU	PARP1
PARP1	USP21
DLGAP5	PARP2
ILK	PARVA
PATZ1	SREBF2
GHRHR	PAX4
EZH2	PAXIP1
PAXIP1	RSBN1L
PCDHA10	PCDHA2
PCDHA10	PCDHA4
PCDHA10	PCDHAC1
PCDHA3	PCDHAC1
PCDHA3	PCDHAC2
PCDHA5	PCDHAC1
PCDHA6	PCDHA8
PCDHA6	PCDHA9
PCDHA9	PCDHAC1
PCDHA9	PCDHAC2
PCDHA1	PCDHAC1
PCDHA8	PCDHAC1
PCDHAC1	PCDHAC2
PCDHB10	PCDHB2
PCDHB13	PCDHB2
PCDHB2	PCDHB5
PCDHB2	PCDHB6
PCDHGA1	PCDHGB5
PCDHGA10	PCDHGB2
PCDHGA10	PCDHGB3
PCDHGA10	PCDHGB5
PCDHGA10	PCDHGC5
PCDHGA1	PCDHGA9
PCDHGA4	PCDHGB6
PCDHGA8	PCDHGB7
PCDHGB7	PCDHGC5
PCDHGA2	PCDHGC3
PCDHGA3	PCDHGC3
PCDHGA8	PCDHGC3
PCDHGB3	PCDHGC3
PCDHGC3	PCDHGC5
PCDHGA1	PCDHGC5
PCDHGA3	PCDHGC5
PCDHGB2	PCDHGC5
PCDHGB6	PCDHGC5
CUL4A	PCID2
PCMT1	RNF146
PAN2	PCMTD2
ITGAV	PCYOX1
MRPL3	PDCD10
PDCD10	TFG
PDCD10	UGP2
PDCD2L	PNPT1
CLK2	PDE7A
PDE7A	RBM12B
PDE8A	TSPAN3
PDP1	PLAT
DNASE1L2	PDPK1
E4F1	PDPK1
PDPK1	USP7
PDPK1	ZNF500
HNF4A	PDX1
DDR1	PERP
DSP	PERP
L3MBTL2	PES1
PES1	POLR1B
PES1	TRMT2A
PEX16	UBXN1
ARPC5	PEX2
HRSP12	PEX2
IMPA1	PEX2
MAPRE1	PEX2
PEX2	RNF139
PFDN5	RPLP0
ERBB2	PGAP3
PGAP3	WIPF2
GDE1	PGGT1B
GIN1	PGGT1B
PGGT1B	SNX2
PGLS	SIN3B
CDSN	PGLYRP4
PGM3	RARS2
E4F1	PGP
ITFG2	PHB2
GNB1	PHF13
PHF6	ZNF280C
BPTF	PHIP
HDAC2	PHIP
KPNA5	PHIP
OFD1	PHKA2
DCBLD2	PHLDB2
EFEMP1	PHLDB2
OSMR	PHLDB2
PHLDB2	PRNP
BAG3	PI4K2A
PIAS2	TXNL1
PIAS4	RNF126
PICALM	RDX
CCNB2	PIF1
PIGO	SIGMAR1
PIGQ	ZNF500
PIK3CA	RPS6KB1
PIK3CA	TBL1XR1
PIK3R4	TBL1XR1
PIK3R4	ZNF148
PIP5K1A	SENP2
PIP5K1A	SLC39A1
PITPNM1	PTPRCAP
E4F1	PKD1
PKD1	USP7
PKD2L2	SLC9A3
NFATC2IP	PKMYT1
PARD6B	PKP2
DHX35	PLAGL2
EAF2	PLAGL2
PLAUR	RRAS
EGFR	PLEC
LAMB3	PLEC
OSMR	PLEC
PLEC	S100A16
DDR1	PLEK2
PLEK2	TNFRSF21
ELF3	PLEKHA6
PLEKHA7	RASSF7
MAL2	PLEKHG6
PLEKHJ1	RNF126
PLEKHO1	SYT11
CTNNA1	PLK2
IL6ST	PLK2
CALU	PLOD3
DIRC2	PLXNA1
PMCH	TROAP
KRT80	PMEPA1
CYB5R3	PMM1
MRPS2	PMPCA
PMPCA	URM1
PNKP	STRN4
HNRNPC	PNN
ACP1	PNO1
PNO1	SSB
PGLS	PNPLA6
POC5	TAF9
ANGEL2	POGK
CNBP	POGK
POGK	USP21
ARNT	POGZ
POGZ	PYGO2
POGZ	ZNF678
LIG1	POLD1
POLD1	ZNF611
GTPBP1	POLDIP3
L3MBTL2	POLDIP3
L2HGDH	POLE2
POLE2	TOP2A
BPTF	POLG2
C2orf44	POLG2
COIL	POLG2
DCAF7	POLG2
POLG2	PTCD3
POLG2	RPL23
POLI	TXNL1
PJA2	POLK
COX4NB	POLR2C
CDC34	POLR2E
POLR2E	RNF126
POLR2E	SLC39A3
L3MBTL2	POLR2F
KRIT1	POLR2J4
ARPC5	POLR2K
HRSP12	POLR2K
NDUFB5	POLR2K
POLR2K	PRKDC
POLR2K	UQCRB
POLR3D	TRIM35
POLR3F	SEC23B
POLR3K	ZNF174
PON2	PTPN12
NDUFB2	POP7
FASTK	POR
POU2F1	USP21
POU2F1	ZNF678
GTPBP3	PPAN
AK3	PPAPDC2
PPCS	TNNI3K
PHLDA1	PPFIBP1
PPIB	TMED3
PPIC	SNX24
FAF1	PPIH
PI4KA	PPIL2
PPIP5K2	SNX2
KLHL28	PPM1A
BPTF	PPM1D
CCDC59	PPP1CC
NFYB	PPP1CC
C1orf55	PPP1R15B
MRPL3	PPP1R2
PPP1R2	RNF13
PPP1R2	SENP2
GRM8	PPP1R3A
DNAJC8	PPP1R8
HNRNPR	PPP1R8
NASP	PPP1R8
CANX	PPP2CA
CSNK1G3	PPP2CA
GIN1	PPP2CA
CNOT7	PPP2R2A
ELP3	PPP2R2A
AMOTL2	PPP2R3A
FEZ2	PPP2R3A
OSMR	PPP2R3A
ATXN3	PPP2R5C
PAPOLA	PPP2R5C
PPP2R5D	TUBB
LIG1	PPP5C
PPP5C	PRMT1
PPP5C	SAE1
GAPVD1	PPP6C
POLE3	PPP6C
CHD1	PPWD1
CWC27	PPWD1
NDUFS4	PPWD1
PPWD1	RIOK2
PPWD1	TAF9
BUD13	PRDM10
NFRKB	PRDM10
ARID1A	PRDM2
PDE4C	PRDX2
ERLIN1	PRDX3
NSMCE4A	PRDX3
PPA1	PRDX3
PRDX3	XPNPEP1
PRELID1	UTP15
DDX11	PRIM1
ITCH	PRKAA1
NMD3	PRKAA1
PRKAA1	UGP2
PRKD2	STRN4
PARP1	PRKDC
ARPC1A	PRNP
ATP6V1C1	PRNP
DLG1	PRNP
IGFBP6	PRNP
ASPH	PROCR
ARPC5	PRPF18
MLLT10	PRPF18
POLR2K	PRPF18
PRPF3	SCNM1
FIZ1	PRPF31
MRPS12	PRPF31
NDUFA3	PRPF31
POLD1	PRPF31
PRPF31	TRIM28
PRPF31	ZNF576
PPIH	PRPF38A
C14orf166	PRPF39
METTL3	PRPF39
IKBKAP	PRPF4
PMPCA	PRPF4
GSG2	PRPF8
MAP3K3	PRR11
PRR14	USP7
PRR14	ZNF668
CLDN4	PRR15
KLF5	PRR15
MDC1	PRR3
PARP1	PRR3
PRR3	RIOK1
EPS8L1	PRRG2
ELF3	PRSS8
LAD1	PRSS8
PRSS8	SLPI
ARNT	PRUNE
CAPRIN1	PSMA1
CHCHD2	PSMA2
H2AFV	PSMA2
MRPL32	PSMA2
EIF5	PSMA3
PSMA3	VTI1B
AATF	PSMB3
NME1	PSMB3
NME1	PSMC5
NXT2	PSMD10
KLHL12	PSMD12
PSMD11	PSMD12
PSMD12	SLC35B1
PSMD12	SRP9
PSMA1	PSMD13
ATG3	PSMD6
PDHB	PSMD6
DNAJC7	PSME3
PSMF1	RBCK1
PSMG1	RRP1B
CDCA8	PSRC1
PTBP1	RNF126
LRRC40	PTBP2
PTCD2	TAF9
PSMD12	PTK2
ATP2C2	PTK6
ESRP2	PTK6
KLF5	PTK6
KRT8	PTK6
FKBP8	PTOV1
PNKP	PTOV1
PTPLAD1	RCN2
CLDN1	PTPRF
EGFR	PTPRF
DDR1	PTPRK
HMMR	PTTG1
KDM1A	PUM1
PUM1	SFPQ
INO80D	PUM2
EVPL	PVRL4
GRHL2	PVRL4
LAD1	PVRL4
C21orf59	PWP2
ITGB1	PYGO2
PDE12	QRICH1
CNOT7	R3HCC1
MAL2	RAB11FIP1
NCEH1	RAB11FIP5
GAPVD1	RAB14
ATG3	RAB1A
PIGF	RAB1A
PNO1	RAB1A
PRKAA1	RAB1A
RAB1A	RNF13
RAB1A	UBXN4
CLDN4	RAB20
ARPC1A	RAB22A
C20orf24	RAB22A
RAB23	SEC23A
RAB23	VAMP7
LAD1	RAB25
RAB25	SDR16C5
ASPH	RAB2A
PTRF	RAB34
CTSC	RAB38
GDE1	RAD17
RAD17	TAF9
DYNC1LI1	RAD18
CCNE2	RAD21
DSCC1	RAD21
FARSA	RAD23A
GTF3C4	RAD23B
NCBP1	RAD23B
RAD23B	SPTLC1
CDK2	RAD51AP1
POLQ	RAD51AP1
RAD51AP1	TMPO
CCT2	RAD51C
NME1	RAD51C
PDRG1	RAE1
RAF1	WDR48
FSTL1	RAI14
LEPREL1	RAI14
MET	RAI14
OSMR	RAI14
RAI14	TIMP2
C20orf4	RALY
PCIF1	RALY
RANBP1	SNRPD3
RANBP2	SSB
ADAT3	RANBP3
FARSA	RANBP3
GTPBP3	RANBP3
MBD3	RANBP3
MLLT1	RANBP3
PIN1	RANBP3
POLRMT	RANBP3
RANBP3	RAVER1
RANBP3	WDR18
PSIP1	RANBP6
RARS	SNX2
RARS	TAF9
GIN1	RASA1
OSMR	RASAL2
PRKDC	RB1CC1
RB1CC1	TCEB1
ITGB3BP	RBBP4
E2F1	RBL1
MCM7	RBL1
PHF8	RBM10
RBM12	SSB
RBM12	ZBTB39
LUC7L3	RBM12B
RBM12B	WDR67
RBM14	SF1
FUBP1	RBM15
RAD54L	RBM15
ANKRD16	RBM17
RBM17	SUV39H2
NDUFA8	RBM18
EXOSC8	RBM26
RBM26	USPL1
EZH2	RBM33
RBM33	ZNF212
C1orf55	RBM34
ADNP	RBM39
CCNL1	RBM39
MEN1	RBM4
FDX1	RBM7
ASPH	RBPMS
MDM4	RC3H1
ARID4B	RCOR3
RCOR3	SRP9
PYCRL	RECQL4
AURKAIP1	RER1
RERE	UBE4B
NUP54	RFC1
MCM8	RFC4
MRPL47	RFC4
NDC80	RFC4
RFX5	TARS2
METRN	RHBDF1
RHBDF1	TNFRSF12A
EGFR	RHBDL2
RHBDL2	S100A16
NOTCH2	RHOC
POMGNT1	RHOC
RHOD	TSKU
RHOG	TAF10
CKAP4	RILPL1
KHDRBS1	RIMS3
ASPH	RIN2
KRT7	RIN2
RIN2	SRGAP1
EIF4H	RINT1
POT1	RINT1
PAK1IP1	RIOK1
GIN1	RIOK2
RIOK2	TAF9
MYL12A	RIOK3
RIOK3	UGP2
POMGNT1	RNF11
IL18BP	RNF121
NCLN	RNF126
HDHD2	RNF138
RNF138	TXNL1
AGGF1	RNF14
AP3B1	RNF14
GNS	RNF14
BRCA2	RNF219
CUL4A	RNF219
EXOSC8	RNF219
IPO5	RNF219
GPBP1L1	RNF220
DPAGT1	RNF26
MAPK8IP3	RNF40
RNF44	ZBTB39
CDK8	RNF6
MTIF3	RNF6
HDAC2	RNGTT
RNH1	TAF10
E4F1	RNPS1
CHCHD2	RPA3
RPA3	UBE2C
PPP1CC	RPAP3
BCAS2	RPF1
CDC7	RPF1
GLMN	RPF1
LRRC40	RPF1
MTF2	RPF1
RPF1	RWDD3
RPF1	TAF12
C19orf48	RPL13A
CNOT10	RPL14
IMPDH2	RPL14
RPL30	UBR5
NACA	RPL35A
RPL24	RPL35A
RPL35A	RPS27A
BPTF	RPL38
CLPX	RPL4
CSK	RPL4
DENND4A	RPL4
EIF2C2	RPL8
ANKRD16	RPP38
HDHD2	RPRD1A
RPRD1B	YTHDF1
ARNT	RPRD2
EIF3E	RPS16
RPS23	TAF9
CAPN1	RPS6KA4
RPS6KB1	ZBTB11
RPS6KB1	ZNF207
PTPRCAP	RPS6KB2
AQR	RPUSD2
IMP3	RPUSD2
RPUSD3	THUMPD3
KLHL9	RRAGA
MBOAT7	RRAS
CALU	RRBP1
MDM2	RRM2B
RRP1B	SLC19A1
RRP1B	UBE2G2
EZH2	RSBN1L
RSL1D1	USP7
IREB2	RSL24D1
RSU1	VIM
RTEL1	TNFRSF6B
FEZ2	RTN4
RYK	TBL1XR1
ABCC3	S100A10
LMNA	S100A10
OSMR	S100A10
ELF3	S100A11
OSMR	S100A11
S100A13	S100A6
C1orf106	S100A14
S100A14	S100A16
S100A14	SDR16C5
ABCC3	S100A6
ITGA3	S100A6
QSOX1	S100A6
S100A6	SERPINB6
NAA40	SAC3D1
BCL2L12	SAE1
LIG1	SAE1
PRMT1	SAE1
MAST3	SAFB2
RAVER1	SAMD1
MICA	SAMD4A
PTPN21	SAMD4A
NUP85	SAP30BP
RNF34	SART3
SART3	SENP1
PTBP2	SASS6
SASS6	TMEM48
SBF1	ZC3H7B
FASTK	SCAMP4
MBD3	SCAMP4
PIP5K1C	SCAMP4
SCFD1	TMED10
SCO2	TYMP
RNF11	SCP2
PYCRL	SCRIB
SCRIB	ZFP41
PTGES3	SCYL2
SCYL2	STRAP
ASPH	SDC4
CD9	SDC4
EGFR	SDC4
EPB41L1	SDC4
GPR39	SDC4
KRT8	SDC4
OSMR	SDC4
GTF3C4	SDCCAG3
SDHAF1	U2AF1L4
ADIPOR1	SDHC
HRSP12	SDHC
PSMD12	SDHC
SEC11C	TXNL1
NRBF2	SEC23IP
SAR1B	SEC24A
BMS1P5	SEC24C
RNMT	SEH1L
SEL1L	SGPP1
ACP1	SELT
B3GNT2	SELT
MED21	SELT
RAB21	SELT
SELT	SLC33A1
SELT	TOMM22
SELT	TPRKB
IGFBP3	SEMA3C
SENP1	YEATS4
ACP1	SENP2
BAG2	SENP2
DNM1L	SENP2
GPR89B	SENP2
GTF3C3	SENP2
MRPL3	SENP2
RAB23	SENP2
RPS6KB1	SENP2
SENP2	TFG
SENP2	TOMM22
SENP2	UBXN4
SENP2	UGP2
SENP7	TBL1XR1
RBBP4	SERBP1
RBM8A	SERBP1
SERBP1	SF3A3
SERBP1	TRIM33
ECHDC1	SERINC1
INADL	SERINC2
DFNA5	SERPINE1
INHBA	SERPINE1
SET	STRBP
SETD5	WDR48
ARNT	SETDB1
MBTD1	SETDB1
SETDB1	ZNF33A
MEN1	SF1
PRPF19	SF1
RBBP4	SF3A3
SF3B1	TIA1
DHX38	SF3B3
KARS	SF3B3
PRMT7	SF3B3
SFI1	ZC3H7B
AGRN	SFN
EGFR	SFN
PTPRF	SFN
ATE1	SFXN4
NSMCE4A	SFXN4
ADK	SGMS1
DLG5	SGPL1
EXOC5	SGPP1
SGSH	SPATA20
SGSM2	SHPK
GGA1	SGSM3
RNF126	SGTA
PRR14	SH2B1
SH2B1	UBN1
FAT1	SH3D19
PLK1	SHCBP1
BCLAF1	SHPRH
PIK3CA	SIAH2
HIPK1	SIKE1
SIL1	SQSTM1
CARM1	SIN3B
SIN3B	SUPT5H
CHD1	SKIV2L2
CWC27	SKIV2L2
RIOK2	SKIV2L2
SKIV2L2	TAF9
KIF14	SKP2
RAD1	SKP2
CD1C	SLA
RGS1	SLAMF1
FMO2	SLAMF6
IKBKG	SLC10A3
OSMR	SLC22A4
RNF167	SLC25A11
GGA3	SLC25A19
SLC25A19	TAF4B
ENY2	SLC25A32
HRSP12	SLC25A32
IMPA1	SLC25A32
SLC25A36	ZNF148
PDE12	SLC25A38
RBM6	SLC25A38
CASP2	SLC25A40
PAXIP1	SLC25A40
PI4KB	SLC25A44
BCAR3	SLC2A1
S100A2	SLC2A1
GIN1	SLC30A5
RARS	SLC30A5
SLC30A5	SNX2
SLC30A5	TAF9
CD151	SLC39A13
DKK3	SLC39A13
RNF126	SLC39A3
PTPRF	SLC44A3
CLEC1A	SLCO1C1
SLK	VPS26A
SMAD2	TXNL1
EGFR	SMAD3
LMAN1	SMAD4
JAK2	SMARCA2
AKAP8L	SMARCA4
HNRNPM	SMARCA4
GTSE1	SMARCB1
DCAF7	SMARCD2
BUB1	SMC4
RACGAP1	SMC4
CNBP	SMC6
SMCHD1	VAPA
SMCHD1	ZNF519
ACO2	SMCR7L
L3MBTL2	SMCR7L
SMCR7L	TNRC6B
SMEK1	UBR7
B3GNT2	SMEK2
C2orf29	SMEK2
OSMR	SMURF2
MAPK1	SNAP29
PI4KA	SNAP29
CFL2	SNAPC1
SNAPC4	USP20
RPS3	SNHG1
SNHG4	SNX2
SNHG4	TAF9
DDX31	SNHG7
CUL5	SNORA25
RPS3	SNORA25
SNORA72	UBR5
NDUFB10	SNRNP25
KDM1A	SNRNP40
BCL2L12	SNRNP70
IRF2BP1	SNRNP70
SNRPA	XRCC1
ATP5A1	SNRPD1
LIG1	SNRPD2
ERH	SNW1
PAPOLA	SNW1
ARIH1	SNX1
PIGB	SNX1
CSNK1G3	SNX2
GIN1	SNX2
SNX2	TRIM23
SNX2	UBC
ANXA2	SNX33
ARHGAP29	SNX7
JUN	SNX7
EXOC5	SOCS4
ABCC3	SOX9
GPX8	SPARC
PCDHGC5	SPARC
KIDINS220	SPAST
MAD2L1	SPATA5
ARID1A	SPEN
HNRNPR	SPEN
EPS8L1	SPINT2
SLPI	SPINT2
AIF1	SPRR4
E4F1	SPSB3
DNAJC25-GNG10	SPTLC1
LHFPL2	SQSTM1
MET	SQSTM1
SQSTM1	TGFBI
SETD1A	SRCAP
GTPBP1	SREBF2
EGFR	SRPX2
EZH2	SRRT
CCDC12	SS18L2
CNOT10	SS18L2
KLHL18	SS18L2
MLH1	SS18L2
POP7	SSBP1
RHOD	SSH3
SSH3	TSKU
GTF3C5	SSNA1
MPZL2	ST14
RHOD	ST14
STAG2	ZNF280C
GTF3C3	STAMBP
FOXA1	STARD10
EPHA1	STEAP4
STIP1	TMEM126B
SIGMAR1	STOML2
HECTD1	STRN3
MBIP	STRN3
STRN4	XRCC1
FARSA	STX10
STX8	TRAPPC1
HBXIP	STXBP3
RWDD3	STXBP3
GPRC5A	STYK1
RAD1	SUB1
SBNO1	SUDS3
RAC1	SUN1
GPATCH1	SUPT5H
IRF2BP1	SUPT5H
GGA3	SUPT6H
SNAPC4	SURF1
GTF3C4	SURF2
GTF3C4	SURF6
KIF11	SUV39H2
SV2A	SYT11
CALU	SYDE1
FSTL3	SYDE1
IRF2BP1	SYMPK
HSF2	SYNCRIP
SENP6	SYNCRIP
BCL2L2	SYNJ2BP
ATP8B2	SYT11
RNF146	TAB2
KIAA1598	TACC2
PLEKHA1	TACC2
MRPL27	TACO1
LIPH	TACSTD2
GPLD1	TADA1
MBTD1	TADA1
TADA1	ZNF672
AATF	TADA2A
RLIM	TAF1
RPS25	TAF1D
DSCC1	TAF2
TAF2	UBR5
LMAN1	TAF4B
GIN1	TAF9
TAOK1	USP36
AMDHD2	TAOK2
PRR14	TAOK2
RABEP2	TAOK2
CDK4	TARBP2
MC3R	TAS2R9
TAX1BP1	YKT6
IDH3G	TAZ
IKBKG	TAZ
MAZ	TBC1D10B
TBC1D10B	ZNF335
TBC1D10B	ZNF771
FPGS	TBC1D13
ANXA1	TBC1D2
C3orf19	TBC1D5
FH	TBCE
MAPK1	TBL1XR1
MRPL3	TBL1XR1
TBL1XR1	TOMM22
TBL1XR1	UBA5
PMM2	TBL3
TAOK2	TBL3
TBL3	TSC2
ADAT2	TBP
ARID1B	TBP
AVL9	TBRG4
FOXA1	TC2N
PSMD10	TCEAL1
TCEAL1	TCEAL4
TCEAL8	WBP5
TCEB1	ZFAND1
PPWD1	TCERG1
RAPGEF6	TCERG1
TCL1A	TCL6
LARP1	TCOF1
BCLAF1	TCP1
FAM54A	TCP1
FBXO5	TCP1
DLGAP5	TDP1
PAPOLA	TDP1
E4F1	TELO2
MAZ	TELO2
PDPK1	TELO2
TELO2	ZNF500
TELO2	ZNF771
CBFB	TERF2
CTCF	TERF2
POLE3	TEX10
CCNE2	TFDP1
RFC3	TFDP1
IL20RB	TFG
SETP10	TFG
TFIP11	TRMT2A
DAB2	TGFBI
PLK2	TGFBI
KARS	THAP11
PHF6	THOC2
RPL14	THOC7
RNF126	THOP1
ACAD8	THYN1
C4orf21	TIFA
DDX11	TIMELESS
TIMELESS	TMPO
TIMELESS	ZBTB39
FH	TIMM17A
HRSP12	TIMM17A
GPKOW	TIMM17B
RNF126	TIMM44
ATP5L	TIMM8B
CES2	TK2
TLCD1	TRAF4
B3GNT2	TLK1
CREB1	TLK1
COIL	TLK2
ANXA4	TM4SF1
EGFR	TM4SF1
GPRC5A	TM4SF1
KDELR3	TM4SF1
LPP	TM4SF1
OSMR	TM4SF1
BCL2L2	TM9SF1
GDE1	TMCO1
GPR89B	TMCO1
TM9SF1	TMED10
CMAS	TMED2
KIAA1033	TMED2
SCP2	TMED5
RAC1	TMEM106B
ATG7	TMEM111
GLT8D1	TMEM115
SEC13	TMEM115
BRI3	TMEM120A
TACSTD2	TMEM125
RAB1B	TMEM134
DLAT	TMEM135
MED17	TMEM135
AKAP8	TMEM161A
FARSA	TMEM161A
GTPBP3	TMEM161A
EHBP1	TMEM17
KDELR3	TMEM184B
MICALL1	TMEM184B
PLXNB2	TMEM184B
TMEM186	USP7
CAND1	TMEM194A
TMEM194A	TMPO
SPAG5	TMEM199
GTF3C5	TMEM203
TACR1	TMEM212
DNAJC8	TMEM222
MRPL49	TMEM223
NFXL1	TMEM33
DNAJC8	TMEM39B
ST14	TMEM45B
RNF11	TMEM59
TMEM70	ZFAND1
RNF167	TMEM93
E2F1	TMEM97
CDCA3	TMPO
MPHOSPH9	TMPO
RFC5	TMPO
SENP1	TMPO
MED6	TMX1
TGFB1I1	TNFRSF12A
LPP	TNFRSF1A
HMBOX1	TNKS
CARM1	TNPO2
SMARCA4	TNPO2
CA1	TNR
LGALS3	TNS3
JUP	TNS4
MSH2	TOPBP1
RANBP1	TOPBP1
ADSS	TOR1AIP1
ARPC5	TOR1AIP1
BTG2	TP53INP1
PTPRK	TPBG
DDR1	TPD52L1
EXOSC8	TPP2
TPP2	UPF3A
ACP1	TPRKB
DFNA5	TPST1
ECT2	TPX2
SKP2	TPX2
TPX2	XPO1
RANBP1	TRA2B
TRA2B	TSN
TRABD	TRMT2A
GTF3C5	TRAF2
HRSP12	TRAM1
